text,label
great work on the presentation,ham
Adult Content Exclusive Access Click,spam
Exclusive Deal For You Only Today,spam
monthly newsletter january - thanks,ham
bitcoin investment opportunity guaranteed returns,spam
Re: can you review my pull request,ham
offer offer only bitcoin,spam
suspended account verify now,spam
project update the codebase is ready,ham
Project Update The Codebase Is Ready,ham
thanks for the update john,ham
 receipt for your purchase - thanks,ham
exclusive account for link,spam
dear winner claim your prize http://example.com,spam
password reset request received,ham
Calendar Invite Team Sync,ham
act link click now,spam
Re: weekly report attached please review,ham
CREDIT CARD OFFER APPROVED CLICK,spam
CREDIT CARD OFFER APPROVED CLICK,spam
act discount prize now,spam
please confirm the team,ham
get rich quick work from home http://example.com,spam
happy birthday,ham
Hotel Booking Confirmation Ref 456,ham
exclusive offer for discount,spam
HOTEL BOOKING CONFIRMATION REF 456,ham
your refund is waiting claim now!!!,spam
welcome to our service,ham
your refund is waiting claim now,spam
million dollar opportunity awaits http://example.com,spam
[SPAM] exclusive deal for you only today,spam
nigerian prince needs your help http://example.com,spam
Password Reset Request Received,ham
[SPAM] order now free shipping,spam
Re: subscription renewal coming up,ham
Weekly Report Attached Please Review,ham
Re: subscription renewal coming up,ham
million dollar opportunity awaits!!!,spam
subscription renewal coming up - thanks,ham
Nigerian Prince Needs Your Help,spam
Re: shipping confirmation order 12345,ham
[SPAM] extreme discount luxury items,spam
[SPAM] your account has been compromised click link,spam
claim your free cheap,spam
team meeting tomorrow at 3pm - thanks,ham
cheap pharma online no prescription!!!,spam
act immediately avoid account closure http://example.com,spam
your account has been compromised click link http://example.com,spam
Can You Review My Pull Request,ham
exclusive deal for you only today,spam
your refund is waiting claim now!!!,spam
MILLION DOLLAR OPPORTUNITY AWAITS,spam
monthly newsletter january,ham
can you review my pull request,ham
exclusive deal for you only today http://example.com,spam
Nigerian Prince Needs Your Help,spam
[SPAM] credit card offer approved click,spam
reminder about appointment tomorrow - thanks,ham
Re: shipping confirmation order 12345,ham
thanks for confirm,ham
suspended account verify now,spam
earn $5000 daily from home,spam
Re: account settings updated successfully,ham
happy thanks,ham
act click lottery now,spam
Re: please review the proposal,ham
your account has been compromised click link!!!,spam
Order Now Free Shipping,spam
Re: documents from meeting shared with you,ham
JOB OFFER SALARY $100K WORK FROM HOME,spam
 receipt for your purchase,ham
Hotel Booking Confirmation Ref 456,ham
 receipt for your purchase,ham
Project Update The Codebase Is Ready,ham
project update the codebase is ready,ham
thanks for the update john,ham
ORDER NOW FREE SHIPPING,spam
ACCOUNT SETTINGS UPDATED SUCCESSFULLY,ham
Happy Birthday Hope You Have A Great Day,ham
[SPAM] your refund is waiting claim now,spam
MEET SINGLES IN YOUR AREA TONIGHT,spam
discount urgent action investment,spam
thank you for your purchase,ham
Shipping Confirmation Order 12345,ham
[SPAM] adult content exclusive access click,spam
meeting confirm at welcome,ham
get rich quick work from home http://example.com,spam
job offer salary $100k work from home http://example.com,spam
meet singles in your area tonight!!!,spam
ADULT CONTENT EXCLUSIVE ACCESS CLICK,spam
[SPAM] million dollar opportunity awaits,spam
THANK YOU FOR YOUR PURCHASE,ham
urgent action required verify account!!!,spam
EXCLUSIVE DEAL FOR YOU ONLY TODAY,spam
ADULT CONTENT EXCLUSIVE ACCESS CLICK,spam
free money click here now!!!,spam
LUNCH PLANS FOR FRIDAY,ham
Thank You For Your Purchase,ham
Re: project update the codebase is ready,ham
Limited Time Offer Act Now,spam
exclusive deal for you only today http://example.com,spam
Special Promotion Just For You,spam
Great Work On The Presentation,ham
your order has shipped - thanks,ham
 Receipt For Your Purchase,ham
limited time offer act now!!!,spam
your team confirmation,ham
free money click here now!!!,spam
limited time offer act now http://example.com,spam
[SPAM] job offer salary $100k work from home,spam
document for report,ham
[SPAM] your account has been compromised click link,spam
Thanks For The Update John,ham
congratulations your email won prize!!!,spam
FREE MONEY CLICK HERE NOW,spam
ACT IMMEDIATELY AVOID ACCOUNT CLOSURE,spam
[SPAM] order now free shipping,spam
congratulations you won lottery,spam
[SPAM] million dollar opportunity awaits,spam
review for dinner,ham
get rich quick work from home http://example.com,spam
[SPAM] earn $5000 daily from home,spam
Credit Card Offer Approved Click,spam
Re: thanks for the update john,ham
urgent action required verify account,spam
your order has shipped,ham
WELCOME TO OUR SERVICE,ham
your order has shipped - thanks,ham
Re: can you review my pull request,ham
password reset request received,ham
Re: great work on the presentation,ham
re: sync,ham
Act Immediately Avoid Account Closure,spam
Re: monthly newsletter january,ham
Order Now Free Shipping,spam
reminder about appointment tomorrow - thanks,ham
Congratulations Your Email Won Prize,spam
documents from meeting shared with you,ham
Re: happy birthday hope you have a great day,ham
job offer salary $100k work from home,spam
bitcoin investment opportunity guaranteed returns http://example.com,spam
[SPAM] cheap pharma online no prescription,spam
THANKS FOR THE UPDATE JOHN,ham
Re: can you review my pull request,ham
Great Work On The Presentation,ham
WEEKLY REPORT ATTACHED PLEASE REVIEW,ham
Re: subscription renewal coming up,ham
act immediately avoid account closure,spam
thanks for the update john - thanks,ham
act immediately avoid account closure!!!,spam
exclusive deal for you only today,spam
thanks for welcome,ham
dear winner claim your prize!!!,spam
Earn $5000 Daily From Home,spam
[SPAM] order now free shipping,spam
FLIGHT CONFIRMATION BOOKING ABC123,ham
NEW MESSAGE IN YOUR INBOX,ham
Earn $5000 Daily From Home,spam
MEET SINGLES IN YOUR AREA TONIGHT,spam
Order Now Free Shipping,spam
Project Update The Codebase Is Ready,ham
YOUR ORDER HAS SHIPPED,ham
Re: account settings updated successfully,ham
lunch plans for friday - thanks,ham
Re: calendar invite team sync,ham
[SPAM] meet singles in your area tonight,spam
CHEAP PHARMA ONLINE NO PRESCRIPTION,spam
Nigerian Prince Needs Your Help,spam
Bitcoin Investment Opportunity Guaranteed Returns,spam
Re: great work on the presentation,ham
adult content exclusive access click,spam
Re: lunch plans for friday,ham
YOUR REFUND IS WAITING CLAIM NOW,spam
Congratulations You Won Lottery,spam
bitcoin investment opportunity guaranteed returns http://example.com,spam
lunch plans for friday,ham
act immediately avoid account closure http://example.com,spam
[SPAM] lose weight fast no exercise needed,spam
click urgent action deal,spam
cheap pharma online no prescription,spam
get rich quick work from home!!!,spam
bitcoin investment opportunity guaranteed returns,spam
Welcome To Our Service,ham
Re: thank you for your purchase,ham
EXTREME DISCOUNT LUXURY ITEMS,spam
 receipt for your purchase,ham
congratulations your email won prize!!!,spam
thanks for document,ham
Re: new message in your inbox,ham
Meet Singles In Your Area Tonight,spam
Re: documents from meeting shared with you,ham
[SPAM] free money click here now,spam
HOTEL BOOKING CONFIRMATION REF 456,ham
your account has been compromised click link,spam
meet singles in your area tonight http://example.com,spam
Can You Review My Pull Request,ham
dear winner claim your prize,spam
reminder: report,ham
Your Order Has Shipped,ham
[SPAM] suspended account verify now,spam
adult content exclusive access click http://example.com,spam
can you review my pull request - thanks,ham
Credit Card Offer Approved Click,spam
Project Update The Codebase Is Ready,ham
welcome to our service,ham
SHIPPING CONFIRMATION ORDER 12345,ham
reminder: team,ham
Re:  receipt for your purchase,ham
SUBSCRIPTION RENEWAL COMING UP,ham
exclusive deal for you only today http://example.com,spam
CALENDAR INVITE TEAM SYNC,ham
your refund is waiting claim now http://example.com,spam
welcome to our service,ham
Password Reset Request Received,ham
new message in your inbox - thanks,ham
thank you for your purchase,ham
million dollar opportunity awaits!!!,spam
Re: account settings updated successfully,ham
extreme discount luxury items,spam
CALENDAR INVITE TEAM SYNC,ham
meet singles in your area tonight!!!,spam
Your Order Has Shipped,ham
extreme discount luxury items http://example.com,spam
Project Update The Codebase Is Ready,ham
[SPAM] limited time offer act now,spam
[SPAM] earn $5000 daily from home,spam
Get Rich Quick Work From Home,spam
suspended account verify now!!!,spam
urgent action required verify account,spam
weekly report attached please review,ham
CREDIT CARD OFFER APPROVED CLICK,spam
job offer salary $100k work from home!!!,spam
LOSE WEIGHT FAST NO EXERCISE NEEDED,spam
Reminder About Appointment Tomorrow,ham
HAPPY BIRTHDAY HOPE YOU HAVE A GREAT DAY,ham
flight confirmation booking abc123 - thanks,ham
Lunch Plans For Friday,ham
Re: lunch plans for friday,ham
million dollar opportunity awaits http://example.com,spam
lose weight fast no exercise needed,spam
DINNER RESERVATIONS FOR SATURDAY,ham
dear winner claim your prize http://example.com,spam
please birthday the dinner,ham
DOCUMENTS FROM MEETING SHARED WITH YOU,ham
exclusive deal for you only today!!!,spam
Reminder About Appointment Tomorrow,ham
order now free shipping http://example.com,spam
please review the proposal - thanks,ham
exclusive suspended for discount,spam
order now free shipping!!!,spam
hotel booking confirmation ref 456 - thanks,ham
Congratulations You Won Lottery,spam
Subscription Renewal Coming Up,ham
Act Immediately Avoid Account Closure,spam
Reminder About Appointment Tomorrow,ham
NIGERIAN PRINCE NEEDS YOUR HELP,spam
million dollar opportunity awaits http://example.com,spam
Team Meeting Tomorrow At 3Pm,ham
prize urgent action million,spam
[SPAM] special promotion just for you,spam
your account has been compromised click link http://example.com,spam
Reminder About Appointment Tomorrow,ham
claim your link investment,spam
Credit Card Offer Approved Click,spam
earn $5000 daily from home,spam
urgent action required verify account,spam
team meeting tomorrow at 3pm,ham
[SPAM] urgent action required verify account,spam
Earn $5000 Daily From Home,spam
meeting team at birthday,ham
cheap pharma online no prescription,spam
urgent action required verify account http://example.com,spam
Re: shipping confirmation order 12345,ham
CALENDAR INVITE TEAM SYNC,ham
[SPAM] free money click here now,spam
PLEASE REVIEW THE PROPOSAL,ham
Dinner Reservations For Saturday,ham
bitcoin investment opportunity guaranteed returns!!!,spam
password reset request received,ham
limited time offer act now http://example.com,spam
Re:  receipt for your purchase,ham
[SPAM] earn $5000 daily from home,spam
lunch plans for friday,ham
Re: hotel booking confirmation ref 456,ham
CAN YOU REVIEW MY PULL REQUEST,ham
Please Review The Proposal,ham
congratulations you won lottery,spam
claim your free suspended,spam
million dollar opportunity awaits!!!,spam
Dinner Reservations For Saturday,ham
Your Refund Is Waiting Claim Now,spam
order now free shipping,spam
Job Offer Salary $100K Work From Home,spam
job offer salary $100k work from home http://example.com,spam
Monthly Newsletter January,ham
DEAR WINNER CLAIM YOUR PRIZE,spam
urgent action required verify account!!!,spam
account settings updated successfully - thanks,ham
please update the dinner,ham
weekly report attached please review - thanks,ham
Re: your order has shipped,ham
[SPAM] urgent action required verify account,spam
TEAM MEETING TOMORROW AT 3PM,ham
YOUR ACCOUNT HAS BEEN COMPROMISED CLICK LINK,spam
LUNCH PLANS FOR FRIDAY,ham
suspended account verify now,spam
[SPAM] adult content exclusive access click,spam
get rich quick work from home http://example.com,spam
your refund is waiting claim now,spam
congratulations you won lottery http://example.com,spam
Re: your order has shipped,ham
Documents From Meeting Shared With You,ham
new message in your inbox - thanks,ham
PROJECT UPDATE THE CODEBASE IS READY,ham
winner limited time verify,spam
LIMITED TIME OFFER ACT NOW,spam
Re: subscription renewal coming up,ham
Please Review The Proposal,ham
WELCOME TO OUR SERVICE,ham
LOSE WEIGHT FAST NO EXERCISE NEEDED,spam
account settings updated successfully - thanks,ham
your sync confirmation,ham
act immediately avoid account closure,spam
[SPAM] act immediately avoid account closure,spam
flight confirmation booking abc123 - thanks,ham
weekly report attached please review,ham
extreme discount luxury items,spam
subscription renewal coming up,ham
Re: new message in your inbox,ham
Re: please review the proposal,ham
[SPAM] bitcoin investment opportunity guaranteed returns,spam
[SPAM] congratulations you won lottery,spam
CAN YOU REVIEW MY PULL REQUEST,ham
FREE MONEY CLICK HERE NOW,spam
million offer only offer,spam
free money click here now!!!,spam
congratulations you won lottery!!!,spam
adult content exclusive access click,spam
meet singles in your area tonight,spam
urgent action required verify account,spam
dinner reservations for saturday,ham
please update the review,ham
CONGRATULATIONS YOUR EMAIL WON PRIZE,spam
please confirm the report,ham
Your Refund Is Waiting Claim Now,spam
weekly report attached please review - thanks,ham
suspended account verify now http://example.com,spam
Exclusive Deal For You Only Today,spam
[SPAM] your account has been compromised click link,spam
exclusive deal for you only today http://example.com,spam
Great Work On The Presentation,ham
Dinner Reservations For Saturday,ham
team meeting tomorrow at 3pm - thanks,ham
[SPAM] earn $5000 daily from home,spam
meeting thanks at schedule,ham
Great Work On The Presentation,ham
reminder about appointment tomorrow - thanks,ham
Re: welcome to our service,ham
limited time offer act now http://example.com,spam
account settings updated successfully,ham
[SPAM] urgent action required verify account,spam
act immediately avoid account closure,spam
team meeting tomorrow at 3pm - thanks,ham
job offer salary $100k work from home,spam
dinner update attached,ham
Credit Card Offer Approved Click,spam
THANKS FOR THE UPDATE JOHN,ham
Hotel Booking Confirmation Ref 456,ham
Credit Card Offer Approved Click,spam
[SPAM] adult content exclusive access click,spam
FLIGHT CONFIRMATION BOOKING ABC123,ham
congratulations account won bitcoin,spam
HOTEL BOOKING CONFIRMATION REF 456,ham
Nigerian Prince Needs Your Help,spam
flight confirmation booking abc123,ham
THANK YOU FOR YOUR PURCHASE,ham
happy welcome,ham
lunch plans for friday - thanks,ham
subscription renewal coming up,ham
CAN YOU REVIEW MY PULL REQUEST,ham
Lose Weight Fast No Exercise Needed,spam
please review the proposal,ham
urgent action required verify account!!!,spam
limited time offer act now http://example.com,spam
[SPAM] special promotion just for you,spam
Great Work On The Presentation,ham
congratulations you won lottery http://example.com,spam
Congratulations You Won Lottery,spam
million dollar opportunity awaits!!!,spam
cheap pharma online no prescription http://example.com,spam
THANKS FOR THE UPDATE JOHN,ham
Dear Winner Claim Your Prize,spam
[SPAM] cheap pharma online no prescription,spam
lunch plans for friday - thanks,ham
your refund is waiting claim now http://example.com,spam
hotel booking confirmation ref 456,ham
great work on the presentation,ham
SHIPPING CONFIRMATION ORDER 12345,ham
re: appointment,ham
thanks for birthday,ham
monthly newsletter january - thanks,ham
welcome to our service - thanks,ham
Re: reminder about appointment tomorrow,ham
Re: new message in your inbox,ham
re: review,ham
[SPAM] dear winner claim your prize,spam
Re: weekly report attached please review,ham
PLEASE REVIEW THE PROPOSAL,ham
limited time offer act now!!!,spam
calendar invite team sync - thanks,ham
[SPAM] dear winner claim your prize,spam
free discount click free,spam
Account Settings Updated Successfully,ham
welcome to our service,ham
Thanks For The Update John,ham
thanks for the update john,ham
Re: great work on the presentation,ham
Re: welcome to our service,ham
thanks for welcome,ham
THANK YOU FOR YOUR PURCHASE,ham
WEEKLY REPORT ATTACHED PLEASE REVIEW,ham
Free Money Click Here Now,spam
lose weight fast no exercise needed,spam
Welcome To Our Service,ham
extreme discount luxury items,spam
bitcoin investment opportunity guaranteed returns,spam
thank you for your purchase - thanks,ham
please review the proposal - thanks,ham
PLEASE REVIEW THE PROPOSAL,ham
lunch plans for friday - thanks,ham
great work on the presentation,ham
Shipping Confirmation Order 12345,ham
Re: password reset request received,ham
special promotion just for you,spam
[SPAM] credit card offer approved click,spam
happy birthday hope you have a great day,ham
Thanks For The Update John,ham
[SPAM] nigerian prince needs your help,spam
CONGRATULATIONS YOUR EMAIL WON PRIZE,spam
PASSWORD RESET REQUEST RECEIVED,ham
exclusive deal for you only today,spam
EXCLUSIVE DEAL FOR YOU ONLY TODAY,spam
Calendar Invite Team Sync,ham
[SPAM] meet singles in your area tonight,spam
dear winner claim your prize,spam
your refund is waiting claim now!!!,spam
[SPAM] million dollar opportunity awaits,spam
EXTREME DISCOUNT LUXURY ITEMS,spam
[SPAM] your account has been compromised click link,spam
[SPAM] congratulations your email won prize,spam
HAPPY BIRTHDAY HOPE YOU HAVE A GREAT DAY,ham
earn click daily suspended,spam
lose weight fast no exercise needed http://example.com,spam
congratulations your email won prize,spam
Dear Winner Claim Your Prize,spam
get rich quick work from home,spam
PROJECT UPDATE THE CODEBASE IS READY,ham
your account has been compromised click link,spam
can you review my pull request,ham
monthly newsletter january,ham
[SPAM] adult content exclusive access click,spam
new message in your inbox,ham
Re: thank you for your purchase,ham
nigerian prince needs your help!!!,spam
DEAR WINNER CLAIM YOUR PRIZE,spam
Account Settings Updated Successfully,ham
Re: project update the codebase is ready,ham
project update the codebase is ready,ham
your order has shipped - thanks,ham
password reset request received - thanks,ham
Re: happy birthday hope you have a great day,ham
[SPAM] credit card offer approved click,spam
birthday update attached,ham
nigerian prince needs your help http://example.com,spam
thanks for the update john - thanks,ham
ACCOUNT SETTINGS UPDATED SUCCESSFULLY,ham
[SPAM] cheap pharma online no prescription,spam
Cheap Pharma Online No Prescription,spam
cheap pharma online no prescription,spam
congratulations your email won prize!!!,spam
cheap pharma online no prescription,spam
reminder: thanks,ham
exclusive deal for you only today http://example.com,spam
claim your verify cash,spam
act discount account now,spam
nigerian prince needs your help,spam
free discount click order,spam
credit card offer approved click!!!,spam
password reset request received - thanks,ham
bitcoin urgent action discount,spam
Re: thanks for the update john,ham
Please Review The Proposal,ham
[SPAM] lose weight fast no exercise needed,spam
dinner reservations for saturday,ham
Dear Winner Claim Your Prize,spam
Re: project update the codebase is ready,ham
[SPAM] exclusive deal for you only today,spam
limited time offer act now!!!,spam
[SPAM] job offer salary $100k work from home,spam
lose weight fast no exercise needed,spam
special promotion just for you,spam
CAN YOU REVIEW MY PULL REQUEST,ham
YOUR REFUND IS WAITING CLAIM NOW,spam
 Receipt For Your Purchase,ham
Re: thanks for the update john,ham
Nigerian Prince Needs Your Help,spam
ACT IMMEDIATELY AVOID ACCOUNT CLOSURE,spam
nigerian prince needs your help!!!,spam
cheap pharma online no prescription http://example.com,spam
lose weight fast no exercise needed http://example.com,spam
happy schedule,ham
your account has been compromised click link http://example.com,spam
extreme discount luxury items!!!,spam
[SPAM] nigerian prince needs your help,spam
[SPAM] lose weight fast no exercise needed,spam
Re: great work on the presentation,ham
Lose Weight Fast No Exercise Needed,spam
document for project,ham
PLEASE REVIEW THE PROPOSAL,ham
your refund is waiting claim now,spam
Re: subscription renewal coming up,ham
million dollar opportunity awaits http://example.com,spam
Project Update The Codebase Is Ready,ham
free money click here now http://example.com,spam
Please Review The Proposal,ham
welcome update attached,ham
Re: flight confirmation booking abc123,ham
thanks for the update john - thanks,ham
CONGRATULATIONS YOU WON LOTTERY,spam
CHEAP PHARMA ONLINE NO PRESCRIPTION,spam
Re: reminder about appointment tomorrow,ham
Re: flight confirmation booking abc123,ham
free money click here now!!!,spam
can you review my pull request - thanks,ham
SUBSCRIPTION RENEWAL COMING UP,ham
LOSE WEIGHT FAST NO EXERCISE NEEDED,spam
exclusive deal for you only today,spam
SPECIAL PROMOTION JUST FOR YOU,spam
Nigerian Prince Needs Your Help,spam
Re: password reset request received,ham
Reminder About Appointment Tomorrow,ham
re: team,ham
happy birthday hope you have a great day,ham
free money click here now!!!,spam
NEW MESSAGE IN YOUR INBOX,ham
Re: weekly report attached please review,ham
Your Account Has Been Compromised Click Link,spam
Re: great work on the presentation,ham
happy birthday hope you have a great day,ham
extreme discount luxury items!!!,spam
GET RICH QUICK WORK FROM HOME,spam
order now free shipping!!!,spam
get rich quick work from home!!!,spam
Re: project update the codebase is ready,ham
ACCOUNT SETTINGS UPDATED SUCCESSFULLY,ham
Re: account settings updated successfully,ham
Re: flight confirmation booking abc123,ham
exclusive deal for you only today!!!,spam
your order has shipped,ham
Hotel Booking Confirmation Ref 456,ham
prize limited time prize,spam
Re: project update the codebase is ready,ham
subscription renewal coming up,ham
project update the codebase is ready - thanks,ham
LUNCH PLANS FOR FRIDAY,ham
documents from meeting shared with you,ham
limited time offer act now,spam
password reset request received - thanks,ham
Re: lunch plans for friday,ham
dinner for sync,ham
Congratulations You Won Lottery,spam
appointment for welcome,ham
Lunch Plans For Friday,ham
cheap pharma online no prescription!!!,spam
[SPAM] suspended account verify now,spam
cheap pharma online no prescription,spam
act immediately avoid account closure http://example.com,spam
GREAT WORK ON THE PRESENTATION,ham
PASSWORD RESET REQUEST RECEIVED,ham
calendar invite team sync - thanks,ham
Million Dollar Opportunity Awaits,spam
shipping confirmation order 12345 - thanks,ham
Re: calendar invite team sync,ham
thank you for your purchase,ham
new message in your inbox - thanks,ham
Account Settings Updated Successfully,ham
your birthday confirmation,ham
your account has been compromised click link,spam
team meeting tomorrow at 3pm,ham
Re: lunch plans for friday,ham
Welcome To Our Service,ham
Welcome To Our Service,ham
password reset request received - thanks,ham
hotel booking confirmation ref 456,ham
NIGERIAN PRINCE NEEDS YOUR HELP,spam
extreme discount luxury items!!!,spam
bitcoin investment opportunity guaranteed returns http://example.com,spam
[SPAM] meet singles in your area tonight,spam
CONGRATULATIONS YOU WON LOTTERY,spam
million dollar opportunity awaits http://example.com,spam
Re: welcome to our service,ham
lunch plans for friday - thanks,ham
credit card offer approved click http://example.com,spam
urgent action required verify account,spam
LUNCH PLANS FOR FRIDAY,ham
limited time offer act now http://example.com,spam
thanks for the update john,ham
congratulations you won lottery!!!,spam
congratulations your email won prize,spam
[SPAM] meet singles in your area tonight,spam
Re: thank you for your purchase,ham
Re: happy birthday hope you have a great day,ham
urgent action required verify account,spam
Re: happy birthday hope you have a great day,ham
dear winner claim your prize http://example.com,spam
limited time offer act now!!!,spam
Great Work On The Presentation,ham
thanks for the update john,ham
[SPAM] bitcoin investment opportunity guaranteed returns,spam
Bitcoin Investment Opportunity Guaranteed Returns,spam
cheap pharma online no prescription http://example.com,spam
exclusive offer for free,spam
get rich quick work from home http://example.com,spam
million dollar opportunity awaits,spam
order limited time cheap,spam
PLEASE REVIEW THE PROPOSAL,ham
please review the proposal - thanks,ham
Million Dollar Opportunity Awaits,spam
PASSWORD RESET REQUEST RECEIVED,ham
bitcoin investment opportunity guaranteed returns,spam
Thank You For Your Purchase,ham
ADULT CONTENT EXCLUSIVE ACCESS CLICK,spam
Your Refund Is Waiting Claim Now,spam
please review the proposal - thanks,ham
HAPPY BIRTHDAY HOPE YOU HAVE A GREAT DAY,ham
million dollar opportunity awaits!!!,spam
Adult Content Exclusive Access Click,spam
Special Promotion Just For You,spam
THANK YOU FOR YOUR PURCHASE,ham
Earn $5000 Daily From Home,spam
Re: flight confirmation booking abc123,ham
calendar invite team sync - thanks,ham
extreme discount luxury items http://example.com,spam
bitcoin investment opportunity guaranteed returns,spam
can you review my pull request,ham
extreme discount luxury items http://example.com,spam
Re: your order has shipped,ham
exclusive deal for you only today,spam
limited time offer act now,spam
Account Settings Updated Successfully,ham
thanks for sync,ham
urgent action required verify account,spam
EARN $5000 DAILY FROM HOME,spam
earn $5000 daily from home!!!,spam
Thanks For The Update John,ham
account settings updated successfully,ham
please review the proposal - thanks,ham
lose weight fast no exercise needed,spam
exclusive deal for you only today http://example.com,spam
urgent action required verify account http://example.com,spam
ORDER NOW FREE SHIPPING,spam
free money click here now,spam
dear winner claim your prize!!!,spam
suspended account verify now!!!,spam
[SPAM] nigerian prince needs your help,spam
free money click here now http://example.com,spam
Re: your order has shipped,ham
Re: team meeting tomorrow at 3pm,ham
special promotion just for you http://example.com,spam
Nigerian Prince Needs Your Help,spam
welcome to our service - thanks,ham
dear winner claim your prize!!!,spam
reminder about appointment tomorrow - thanks,ham
Welcome To Our Service,ham
CALENDAR INVITE TEAM SYNC,ham
Earn $5000 Daily From Home,spam
Weekly Report Attached Please Review,ham
appointment for schedule,ham
documents from meeting shared with you,ham
Re: lunch plans for friday,ham
urgent action required verify account,spam
dinner reservations for saturday - thanks,ham
act immediately avoid account closure http://example.com,spam
[SPAM] special promotion just for you,spam
limited time offer act now http://example.com,spam
Your Account Has Been Compromised Click Link,spam
JOB OFFER SALARY $100K WORK FROM HOME,spam
your account has been compromised click link http://example.com,spam
Lunch Plans For Friday,ham
lunch plans for friday - thanks,ham
EXTREME DISCOUNT LUXURY ITEMS,spam
your million is lottery click suspended,spam
EXTREME DISCOUNT LUXURY ITEMS,spam
get rich quick work from home http://example.com,spam
[SPAM] get rich quick work from home,spam
exclusive bitcoin for bitcoin,spam
Team Meeting Tomorrow At 3Pm,ham
[SPAM] urgent action required verify account,spam
PASSWORD RESET REQUEST RECEIVED,ham
Special Promotion Just For You,spam
EARN $5000 DAILY FROM HOME,spam
thanks for dinner,ham
bitcoin investment opportunity guaranteed returns http://example.com,spam
bitcoin investment opportunity guaranteed returns!!!,spam
PASSWORD RESET REQUEST RECEIVED,ham
special promotion just for you!!!,spam
Meet Singles In Your Area Tonight,spam
your account has been compromised click link,spam
documents from meeting shared with you - thanks,ham
thank you for your purchase - thanks,ham
Meet Singles In Your Area Tonight,spam
CONGRATULATIONS YOU WON LOTTERY,spam
TEAM MEETING TOMORROW AT 3PM,ham
order now free shipping,spam
GREAT WORK ON THE PRESENTATION,ham
million limited time money,spam
new message in your inbox,ham
JOB OFFER SALARY $100K WORK FROM HOME,spam
re: schedule,ham
DOCUMENTS FROM MEETING SHARED WITH YOU,ham
Shipping Confirmation Order 12345,ham
SHIPPING CONFIRMATION ORDER 12345,ham
team meeting tomorrow at 3pm,ham
DEAR WINNER CLAIM YOUR PRIZE,spam
special promotion just for you!!!,spam
[SPAM] special promotion just for you,spam
Cheap Pharma Online No Prescription,spam
your account has been compromised click link!!!,spam
dear winner claim your prize http://example.com,spam
cheap pharma online no prescription,spam
lose weight fast no exercise needed http://example.com,spam
flight confirmation booking abc123 - thanks,ham
Job Offer Salary $100K Work From Home,spam
Password Reset Request Received,ham
can you welcome,ham
YOUR ACCOUNT HAS BEEN COMPROMISED CLICK LINK,spam
dear winner claim your prize,spam
shipping confirmation order 12345,ham
Exclusive Deal For You Only Today,spam
subscription renewal coming up,ham
SHIPPING CONFIRMATION ORDER 12345,ham
special promotion just for you,spam
your click is link click bitcoin,spam
Great Work On The Presentation,ham
Re: documents from meeting shared with you,ham
DEAR WINNER CLAIM YOUR PRIZE,spam
Re: dinner reservations for saturday,ham
congratulations you won lottery http://example.com,spam
Suspended Account Verify Now,spam
ACCOUNT SETTINGS UPDATED SUCCESSFULLY,ham
CAN YOU REVIEW MY PULL REQUEST,ham
happy birthday hope you have a great day,ham
please schedule the report,ham
SHIPPING CONFIRMATION ORDER 12345,ham
LUNCH PLANS FOR FRIDAY,ham
can you sync,ham
ACT IMMEDIATELY AVOID ACCOUNT CLOSURE,spam
dear winner claim your prize http://example.com,spam
re: appointment,ham
Re: calendar invite team sync,ham
million dollar opportunity awaits,spam
Lunch Plans For Friday,ham
 RECEIPT FOR YOUR PURCHASE,ham
monthly newsletter january - thanks,ham
TEAM MEETING TOMORROW AT 3PM,ham
reminder about appointment tomorrow,ham
[SPAM] earn $5000 daily from home,spam
MEET SINGLES IN YOUR AREA TONIGHT,spam
welcome to our service,ham
congratulations your email won prize http://example.com,spam
adult content exclusive access click http://example.com,spam
Re: weekly report attached please review,ham
BITCOIN INVESTMENT OPPORTUNITY GUARANTEED RETURNS,spam
Your Order Has Shipped,ham
[SPAM] cheap pharma online no prescription,spam
lunch plans for friday - thanks,ham
flight confirmation booking abc123 - thanks,ham
Re: please review the proposal,ham
project update the codebase is ready,ham
free money click here now http://example.com,spam
[SPAM] congratulations your email won prize,spam
act lottery investment now,spam
REMINDER ABOUT APPOINTMENT TOMORROW,ham
thank you for your purchase,ham
shipping confirmation order 12345 - thanks,ham
CALENDAR INVITE TEAM SYNC,ham
Re: calendar invite team sync,ham
job offer salary $100k work from home,spam
REMINDER ABOUT APPOINTMENT TOMORROW,ham
shipping confirmation order 12345,ham
Lose Weight Fast No Exercise Needed,spam
monthly newsletter january,ham
[SPAM] congratulations you won lottery,spam
earn investment daily order,spam
order now free shipping!!!,spam
suspended account verify now http://example.com,spam
[SPAM] congratulations your email won prize,spam
reminder: birthday,ham
Re: welcome to our service,ham
Suspended Account Verify Now,spam
HAPPY BIRTHDAY HOPE YOU HAVE A GREAT DAY,ham
act immediately avoid account closure,spam
congratulations your email won prize,spam
[SPAM] bitcoin investment opportunity guaranteed returns,spam
your meeting confirmation,ham
your free is million click suspended,spam
account settings updated successfully,ham
suspended account verify now http://example.com,spam
Project Update The Codebase Is Ready,ham
million dollar opportunity awaits!!!,spam
Re: flight confirmation booking abc123,ham
Job Offer Salary $100K Work From Home,spam
